,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
481,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,0,128,0,Intel UHD Graphics,Windows 10,1.49,38681.27999999999
482,Chuwi,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Windows 10,1.89,13261.392000000002
483,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.3,30103.199999999986
484,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.75,55890.720000000045
485,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,512,0,Nvidia Quadro,Windows 10,2.17,124568.63999999996
486,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.06,101178.71999999999
487,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.36,95797.43999999997
488,Asus,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,0.91,103895.99999999993
489,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.3,53918.827199999956
490,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,32,0,512,0,Intel HD Graphics,Windows 10,1.05,149130.71999999994
491,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,1.99,71928.00000000003
492,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.2,30849.119999999984
493,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.6,24,1000,256,0,Nvidia GeForce GTX,Windows 10,4.33,67612.31999999993
494,Lenovo,Ultrabook,12.5,1366x768,1366,768,1,0,0,1,0,Intel Core i5,2.3,8,0,180,0,Intel HD Graphics,Windows 10,1.3,58554.71999999999
495,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,2.17,47893.39199999999
496,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,1000,0,Intel HD Graphics,Windows 10,1.48,93186.72000000002
497,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.4,50562.71999999997
498,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.3,48538.079999999994
499,Asus,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,64,Intel HD Graphics,Windows 10 S,1.2,18115.200000000008
500,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,AMD Radeon,Windows 10,1.91,32979.7872
501,Lenovo,2 in 1 Convertible,13.9,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.4,85194.72
502,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.1,15930.719999999992
503,Lenovo,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,16,0,Intel HD Graphics,Chrome OS,1.25,14119.199999999997
504,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.44,50562.71999999997
505,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,256,0,Intel HD Graphics,Windows 10,2.0,65214.72000000001
506,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,32660.639999999978
507,HP,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.34,70489.44000000003
508,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,No OS,2.4,61218.72
509,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.29,47898.71999999999
510,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,500,0,0,Nvidia GeForce MX,Windows 10,2.2,34045.91999999999
511,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.18,44542.08
512,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,16,2000,256,0,AMD Radeon,Windows 10,2.2,64961.1072
513,Xiaomi,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,16,0,256,0,Nvidia GeForce MX,No OS,1.95,74589.33600000007
514,Asus,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,2,0,0,32,Intel HD Graphics,Windows 10,1.1,13053.599999999995
515,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,1.6,4,1000,0,0,Intel UHD Graphics,Windows 10,2.04,27783.92160000001
516,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,24,0,512,0,Nvidia GeForce GTX,Windows 10,2.24,158135.03999999986
517,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.04,47365.920000000006
518,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.0,80133.11999999995
519,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,Windows 10,3.2,74538.72000000003
520,HP,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.32,74538.72000000003
521,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.64,68184.01439999999
522,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,1.63,36709.920000000006
523,Dell,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,1000,128,0,AMD Radeon,Linux,2.8,47365.920000000006
524,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,2.02,71395.2
525,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,42570.719999999994
526,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,2000,0,0,Nvidia GeForce MX,No OS,2.2,24455.519999999982
527,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,AMD Radeon,Windows 10,2.3,31168.79999999998
528,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.9,73366.56000000003
529,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.42,160520.38559999995
530,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,500,0,0,Intel HD Graphics,Windows 10,2.0,45820.80000000003
531,Asus,Notebook,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.7,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.0,69210.71999999994
532,Mediacom,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Processor,1.1,4,0,32,0,Intel HD Graphics,Windows 10,1.2,19660.319999999996
533,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.3,87858.71999999993
534,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce MX,Windows 10,1.93,72940.32000000005
535,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,AMD Radeon,Windows 10,2.2,42486.00480000002
536,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Pentium Quad,1.6,4,0,256,0,Intel HD Graphics,Windows 10,1.86,21258.187200000015
537,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,12,1000,0,0,Nvidia GeForce GTX,Windows 10,2.62,95850.71999999996
538,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,1.87,45767.52000000002
539,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.2,74538.72000000003
540,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,1.6,39207.15359999998
541,HP,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.34,61005.60000000003
542,Acer,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Linux,2.4,42517.43999999998
543,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD E-Series,1.8,4,500,0,0,AMD Radeon,Windows 10,2.0,18594.719999999998
544,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,2.1,37589.03999999998
545,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.87,41824.800000000025
546,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,1000,0,0,Intel HD Graphics,No OS,2.15,24634.007999999994
547,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.86,21152.160000000007
548,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.99,92121.11999999995
549,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.2,26586.71999999998
550,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.9,59513.2272
551,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,143802.72000000003
552,HP,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,8,1000,0,0,Intel HD Graphics,Windows 10,2.65,28992.31199999998
553,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.63,68198.4
554,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,500,0,0,Intel HD Graphics,Linux,2.0,11934.720000000007
555,Mediacom,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Atom,1.44,4,0,0,32,Intel HD Graphics,Windows 10,1.35,13586.399999999996
556,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i7,2.7,6,1000,128,0,Nvidia GeForce MX,Windows 10,2.8,50562.71999999997
557,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,2.5,6,0,128,0,AMD Radeon,Windows 10,1.91,30310.991999999987
558,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.18,32921.711999999985
559,Acer,2 in 1 Convertible,11.6,1920x1080,1920,1080,1,0,0,1,1,Intel Celeron Dual,2.0,4,0,0,32,Intel HD Graphics,Windows 10,1.25,18594.719999999998
560,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.7,4,0,128,0,Intel HD Graphics,Windows 10,2.05,33566.4
561,HP,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,1,1,Intel Core M,1.2,16,0,512,0,Intel HD Graphics,Windows 10,1.16,104695.20000000001
562,Lenovo,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,3.4,159786.72000000012
563,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,44701.92000000003
564,Dell,Ultrabook,13.3,3840x2160,3840,2160,0,0,1,1,1,Intel Core i5,1.6,8,0,128,0,Intel UHD Graphics,Windows 10,1.21,85194.72
565,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,4,500,0,0,Intel HD Graphics,Windows 10,1.93,51095.51999999997
566,Fujitsu,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.2,39373.919999999984
567,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Pentium Quad,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.2,18328.319999999996
568,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.02,52747.200000000004
569,HP,Workstation,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.8,8,500,0,0,Nvidia Quadro,Windows 10,3.14,99153.54720000007
570,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,8,2000,0,0,Intel HD Graphics,Windows 10,1.94,20725.92000000001
571,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,3.0,6,0,256,0,AMD Radeon,Windows 10,1.95,34578.71999999998
572,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.3,44222.39999999999
573,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.05,36496.80000000001
574,Mediacom,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,4,0,32,0,Intel HD Graphics,Windows 10,1.4,13266.719999999998
575,Toshiba,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.24,99367.20000000006
576,Lenovo,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,32,1000,256,0,Nvidia GeForce GTX,Windows 10,4.6,141884.63999999993
577,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,16,1000,512,0,Nvidia GeForce GTX,Windows 10,4.14,145401.12000000005
578,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,AMD Radeon,Linux,2.2,39907.25279999998
579,Mediacom,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Processor,1.1,4,0,32,0,Intel HD Graphics,Windows 10,1.45,20725.92000000001
580,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,8,500,0,0,Intel HD Graphics,Windows 10,1.9,53733.94560000001
581,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,1.49,38308.31999999998
582,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Nvidia GeForce MX,Windows 10,1.93,81912.13919999992
583,Dell,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.26,15717.600000000006
584,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.5,125154.72
585,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.78,79813.44000000006
586,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,12,0,256,0,Intel HD Graphics,Windows 10,1.4,89137.44000000005
587,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i7,1.8,12,1000,0,0,Intel HD Graphics,Windows 10,2.2,32447.520000000004
588,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.73,94305.59999999999
589,Asus,2 in 1 Convertible,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.2,39373.919999999984
590,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.6,12,0,512,0,AMD Radeon,Windows 10,2.2,50562.71999999997
591,Dell,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Core M,1.0,4,0,128,0,Intel HD Graphics,Windows 10,1.39,32127.839999999982
592,Samsung,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,90522.72000000004
593,Lenovo,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,No OS,2.8,28185.12
594,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,8,1000,0,0,Intel HD Graphics,Windows 10,2.29,24455.519999999982
595,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.37,107891.99999999997
596,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.7,78534.72000000006
597,Dell,2 in 1 Convertible,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.34,88977.60000000005
598,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,2.06,93932.64000000006
599,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.84,64948.320000000036
600,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,2.1,35616.61440000003
601,Acer,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Processor,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.6,17529.119999999984
602,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.14,117162.71999999991
603,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Linux,2.18,24775.19999999999
604,MSI,Gaming,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.8,16,2000,256,0,Nvidia GeForce GTX,Windows 10,1.8,122490.72
605,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.2,74538.72000000003
606,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,6,1000,0,0,Intel HD Graphics,Windows 10,2.4,30049.92000000001
607,Lenovo,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Windows 10,2.0,69210.71999999994
608,Acer,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,0,0,128,Intel HD Graphics,Windows 10,1.6,18594.719999999998
609,Lenovo,Notebook,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Processor,3.1,32,0,1000,0,Nvidia Quadro,Windows 10,2.5,261018.7200000001
610,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,0,0,Nvidia GeForce GTX,Windows 10,2.59,46833.65280000002
611,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Linux,2.18,23650.992000000017
612,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Linux,2.25,19127.52000000001
613,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,4,500,0,0,Intel HD Graphics,Linux,1.93,46300.31999999996
614,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.0,62231.04000000001
615,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,AMD Radeon,Linux,2.18,30316.320000000025
616,HP,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.84,74005.91999999995
617,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.94,120831.58079999991
618,Acer,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,1,1,Intel Processor,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.25,20193.11999999998
619,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,2.31,59886.71999999999
620,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.65,78055.20000000004
621,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,4,1000,0,0,AMD Radeon,Windows 10,2.2,41345.28000000001
622,Fujitsu,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.2,42570.719999999994
623,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 7,1.88,49656.960000000036
624,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,47898.71999999999
625,Mediacom,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,2,0,0,32,Intel HD Graphics,Windows 10,1.4,12733.920000000004
626,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,No OS,2.2,24935.040000000008
627,Asus,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,6,1000,0,0,Intel HD Graphics,Windows 10,1.5,34046.45279999999
628,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.0,96969.6000000001
629,Asus,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.1,101232.00000000003
630,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.62,78801.11999999994
631,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,4,0,256,0,Intel UHD Graphics,Windows 10,1.8,44169.119999999966
632,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,30849.119999999984
633,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,8,1000,0,0,Intel HD Graphics,Windows 10,2.0,21258.719999999987
634,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Windows 10,1.99,48304.71360000004
635,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.23,99580.31999999993
636,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,32,Intel HD Graphics,Windows 10,1.42,13266.719999999998
637,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.37,93635.3376
638,Dell,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.8,16,0,1000,0,Nvidia GeForce GTX,Windows 10,2.06,127818.72000000004
639,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,59087.51999999997
640,HP,Notebook,17.0,1600x900,1600,900,1,0,0,0,0,AMD A-Series,3.0,8,1000,0,0,AMD Radeon,Windows 10,2.6,27753.55199999999
